Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Sir Ramos Drugstore - Mabalas Balas],Price [Sir Ramos Drugstore - Mabalas Balas],In stock [Sir Ramos Drugstore - Mabalas Balas],Low stock [Sir Ramos Drugstore - Mabalas Balas],"Modifier - ""Biguerlai""","Modifier - ""Biofit""","Modifier - ""MX3 Coffee""","Modifier - ""Xanthone Coffee""","Modifier - ""Sante Barley Juice""","Modifier - ""UH Ferrous""","Modifier - ""Supracid""","Modifier - ""Chilli Plaster""","Modifier - ""Facemask Regular""","Modifier - ""VIP DC""","Modifier - ""4x4 Gauze Pad""","Modifier - ""Gloves"""
micardis-40mg,10126,Micardis 40mg Tab,Branded,,N,,,,,,,28.00,25.03,,,,Y,Y,28.00,7.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
micardis-80mg,10127,Micardis 80mg Tab,Branded,,N,,,,,,,48.00,43.34,,,,Y,Y,48.00,29.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
micardis-plus-40/12.5,11647,Micardis Plus 40/12.5 Tab,Branded,,N,,,,,,,29.50,26.22,,,,Y,Y,29.50,27.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
micardis-80/12.5,11676,Micardis Plus 80/12.5 Tab,Branded,,N,,,,,,,50.00,45.40,,,,Y,Y,50.00,13.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
micropill,10591,Micropill,Branded,,N,,,,,,,77.00,67.86,4806532560243,,,Y,Y,77.00,-1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
midol-200mg,10128,Midol 200mg Tab,Branded,,N,,,,,,,16.00,13.99,,,,Y,Y,16.00,35.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
milcu-deo-roll-on-50ml,10716,Milcu Deo Roll On 50ml,General Merchandise,,N,,,,,,,80.00,69.60,4809010508904,,,Y,Y,80.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
milcu-foot-powder-40g,11669,Milcu Foot Powder 40g,General Merchandise,,N,,,,,,,55.00,47.85,,,,Y,Y,55.00,0.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
milcu-foot-powder-80g,11394,Milcu Foot Powder 80g,General Merchandise,,N,,,,,,,87.00,83.52,4809010508812,,,Y,Y,95.00,8.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
milcu-sports-powder-80g,10572,Milcu Sports Powder 80g,General Merchandise,,N,,,,,,,110.00,93.09,,,,Y,Y,110.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
modess-all-night-10s,11260,Modess All Night 10s (Violet),General Merchandise,,N,,,,,,,120.00,123.67,4801010327202,,,Y,Y,136.00,5.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
modess-all-night-4s,11455,Modess All Night 4s (Violet),General Merchandise,,N,,,,,,,50.00,49.75,4801010327103,,,Y,Y,55.00,5.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
modess-maxi-8s-non-wings,11287,Modess Cottony soft  8s Non-Wings,General Merchandise,,N,,,,,,,42.00,39.00,8850007371397,,,Y,Y,45.00,3.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
modess-maxi-8s-wings,11288,Modess Cottony soft  8s Wings,General Merchandise,,N,,,,,,,43.00,39.00,8850007371403,,,Y,Y,45.00,0.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
modess-maternity-7s,10680,Modess Maternity 7s,General Merchandise,,N,,,,,,,110.00,97.42,,,,Y,Y,110.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
momethasone-cream-10mg,11119,Mometasone Cream 10g,Generics,,N,,,,,,,230.00,110.00,,,,Y,Y,230.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
montelukast-10mg,10473,Montelukast 10mg Tab,Generics,,N,,,,,,,8.00,1.60,,,,Y,Y,8.00,141.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
montelukast-4mg,10458,Montelukast 4mg Tab,Generics,,N,,,,,,,8.00,2.20,,,,Y,Y,8.00,132.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
montelukast-5mg,10472,Montelukast 5mg Tab,Generics,,N,,,,,,,10.00,2.40,,,,Y,Y,10.00,79.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
zykast,10230,Montelukast Levocetirine (Zykast) 10mg/5mg Tab,Branded,,N,,,,,,,31.00,24.90,,,,Y,Y,31.00,-38.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
montelukast-levocetirizine-(zykids-forte)-5mg/5mg-tab,11904,Montelukast Levocetirizine (Zykids Forte) 5mg/5mg Tab,,,N,,,,,,,27.00,22.67,,,,Y,Y,27.00,41.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
montelukast-+-levocetirizine,10474,Montelukast Levocetirizine 10mg/5mg Tab,Generics,,N,,,,,,,20.00,5.83,,,,Y,Y,20.00,499.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
montiget-10mg,10129,Montiget 10mg Tab,Branded,,N,,,,,,,31.00,32.35,,,,Y,Y,36.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
montiget-4mg-granules,11256,Montiget 4mg Granules,Branded,,N,,,,,,,29.00,26.49,,,,Y,Y,29.00,13.000,7.000,N,N,N,N,N,N,N,N,N,N,N,N
montiget-4mg,11215,Montiget 4mg Tab,Branded,,N,,,,,,,19.00,19.13,,,,Y,Y,22.00,21.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
montiget-5mg-tab,10860,Montiget 5mg Tab,Branded,,N,,,,,,,23.00,22.19,,,,Y,Y,25.00,11.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
mosegor-vita,10130,Mosegor Vita Cap,Branded,,N,,,,,,,68.00,61.87,,,,Y,Y,68.00,10.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
motilium-10mg,10131,Motilium 10mg Tab,Branded,,N,,,,,,,35.00,31.02,,,,Y,Y,38.00,20.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
mucobron-forte,10132,Mucobron Forte Cap,Branded,,N,,,,,,,14.00,12.99,,,,Y,Y,15.00,5.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
muconase-nasal-spray-30ml,11710,Muconase Nasal Spray 30ml,Branded,,N,,,,,,,93.00,81.95,,,,Y,Y,93.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
mucosolvan-30mg,10133,Mucosolvan 30mg Tab,Branded,,N,,,,,,,20.00,18.26,,,,Y,Y,20.00,21.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
mucosolvan-75mg-cap,10442,Mucosolvan 75mg Cap,Branded,,N,,,,,,,50.00,45.26,,,,Y,Y,50.00,6.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
mucutoss,10134,Mucotuss Cap,Branded,,N,,,,,,,8.00,4.55,,,,Y,Y,8.00,45.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
multigo-cap,11808,Multigo Cap,Generics,,N,,,,,,,5.00,1.35,,,,Y,Y,5.00,550.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-buclizine-+-lysine-(celerplex),10475,Multivitamins + Buclizine + Iron Cap (Irocap),Generics,,N,,,,,,,9.00,4.20,,,,Y,Y,9.00,108.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-buclizine-+-iron-syrup-120ml,10581,Multivitamins + Buclizine + Iron Syrup 120ml (Appeczin),Generics,,N,,,,,,,200.00,98.00,,,,Y,Y,200.00,0.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-buclizine-+-iron-syrup-120ml-(iroplus),11912,Multivitamins + Buclizine + Iron Syrup 120ml (Iroplus),Generics,,N,,,,,,,200.00,98.00,,,,Y,Y,200.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-buclizine-+-iron-syrup-60ml-(-appeczin),11858,Multivitamins + Buclizine + Iron Syrup 60ml (Appeczin),Generics,,N,,,,,,,130.00,69.00,,,,Y,Y,130.00,7.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-buclizine-+-iron-60ml,10944,Multivitamins + Buclizine + Iron Syrup 60ml (Iroplus),Generics,,N,,,,,,,130.00,75.00,,,,Y,Y,130.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
celerplex,11789,Multivitamins + Buclizine + Lysine Cap (Celerplex),Generics,,N,,,,,,,7.00,2.20,,,,Y,Y,7.00,166.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
fenal,10840,Multivitamins + Iron (Fenal) Cap,Bellkenz,,N,,,,,,,15.00,10.50,,,,Y,Y,15.00,0.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-iron-(hanyzn),10476,Multivitamins + Iron Capsule (Hanizyn),Generics,,N,,,,,,,4.00,1.05,,,,Y,Y,4.00,241.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-iron-syrup-120ml,11608,Multivitamins + Iron Syrup 120ml (Iron Max),Generics,,N,,,,,,,90.00,38.00,,,,Y,Y,90.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-iron-syrup-60ml-1,11230,Multivitamins + Iron Syrup 60ml (Iron Max),Generics,,N,,,,,,,50.00,17.80,,,,Y,Y,50.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-cap,10857,Multivitamins Cap (Myrevit),Generics,,N,,,,,,,4.00,0.58,,,,Y,Y,4.00,317.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-syrup-120ml,11527,Multivitamins Syrup 120ml,Generics,,N,,,,,,,70.00,24.70,,,,Y,Y,70.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
multivitamins-+-iron-syrup-60ml,11609,Multivitamins Syrup 60ml,Generics,,N,,,,,,,40.00,14.50,4806523302302,,,Y,Y,40.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
mupirucin-ointment-5g,10577,Mupirocin 5g Ointment,Generics,,N,,,,,,,110.00,25.00,4809015705889,,,Y,Y,110.00,18.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
mupirocin-5g-ointment-(bactifree),11830,Mupirocin 5g Ointment (Bactifree),Branded / Unilab,,N,,,,,,,348.00,318.95,,,,Y,Y,350.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
bactroban,10600,Mupirocin 5g Ointment (Bactroban),Branded,,N,,,,,,,445.00,402.08,,,,Y,Y,445.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
muskelax,10135,Muskelax Tab,Branded / Unilab,,N,,,,,,,13.00,11.59,,,,Y,Y,13.00,0.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
mx3-capsule,10653,MX3 Capsule,Branded,,N,,,,,,,17.00,14.45,,,,Y,Y,18.00,-9.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
mx3-coffee,10652,MX3 Coffee,Branded,,N,,,,,,,21.00,19.14,4809013625035,,,Y,Y,21.00,36.000,30.000,N,N,Y,N,N,N,N,N,N,N,N,N
myonal,10136,Myonal,Branded,,N,,,,,,,29.00,27.07,,,,Y,Y,30.00,20.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
mypicos-sachet,11876,Mypicos Sachet,Branded,,N,,,,,,,24.00,22.04,,,,Y,Y,24.00,0.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-e-30's,10637,Myra E 30's Bot,Branded / Unilab,,N,,,,,,,382.00,347.73,,,,Y,Y,383.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-e-400-iu,10137,Myra E 400 iu Cap,Branded / Unilab,,N,,,,,,,12.50,11.82,,,,Y,Y,13.00,178.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-fresh-glow-10g,10874,Myra Fresh Glow Blue 7ml,Branded / Unilab,,N,,,,,,,18.00,13.10,4800135003893,,,Y,Y,18.00,13.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-classic-moisturizing-100ml,11496,Myra Lotion Classic Moisturizing 100ml (RED),Branded / Unilab,,N,,,,,,,77.00,69.40,4800135003176,,,Y,Y,77.00,4.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-classic-moisturizing-200ml,11495,Myra Lotion Classic Moisturizing 200ml (RED),Branded / Unilab,,N,,,,,,,146.00,132.40,4800135003183,,,Y,Y,146.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-classic-moisturizing-50ml,11497,Myra Lotion Classic Moisturizing 50ml (RED),Branded / Unilab,,N,,,,,,,42.00,37.43,4800135003169,,,Y,Y,42.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-classic-whitening-100ml,11493,Myra Lotion Classic Whitening 100ml (BLUE),Branded / Unilab,,N,,,,,,,107.00,95.65,4800135003251,,,Y,Y,107.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-classic-whitening-200ml,11492,Myra Lotion Classic Whitening 200ml (BLUE),Branded / Unilab,,N,,,,,,,180.00,163.48,4800135003268,,,Y,Y,180.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-classic-whitening-50ml,11494,Myra Lotion Classic Whitening 50ml (BLUE),Branded / Unilab,,N,,,,,,,60.00,54.78,4800135003244,,,Y,Y,60.00,5.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-lotion-moisturizing-plus-100ml-(maroon),11786,Myra Lotion Moisturizing Plus 100ml (MAROON),Branded / Unilab,,N,,,,,,,85.00,76.70,,,,Y,Y,85.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-lotion-moisturizing-plus-(maroon),11787,Myra Lotion Moisturizing Plus 200ml (MAROON),Branded / Unilab,,N,,,,,,,158.00,143.34,,,,Y,Y,158.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-lotion-moisturizing-plus-50ml,11685,Myra Lotion Moisturizing Plus 50ml (MAROON),Branded / Unilab,,N,,,,,,,47.00,42.00,,,,Y,Y,47.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-whitening-plus-100ml,11490,Myra Lotion Whitening Plus 100ml (DARK BLUE),Branded / Unilab,,N,,,,,,,120.00,108.70,4800135003305,,,Y,Y,120.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-whitening-plus-200ml,11489,Myra Lotion Whitening Plus 200ml (DARK BLUE),Branded / Unilab,,N,,,,,,,206.00,187.17,4800135003312,,,Y,Y,206.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-whitening-plus-50ml,11491,Myra Lotion Whitening Plus 50ml (DARK BLUE),Branded / Unilab,,N,,,,,,,70.00,65.07,4800135003299,,,Y,Y,72.00,4.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-smooth-glow-18g,10873,Myra Smooth Glow Red 7ml,Branded / Unilab,,N,,,,,,,18.00,13.10,4800135003886,,,Y,Y,18.00,7.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-e-ultimate,10138,Myra Ultimate Cap,Branded / Unilab,,N,,,,,,,21.50,19.09,,,,Y,Y,21.50,47.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
myra-soap-90g,11689,Myra Whitening Soap 90g,Branded / Unilab,,N,,,,,,,40.00,36.52,4800135002384,,,Y,Y,42.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nafarin-a,10139,Nafarin A,Branded / Unilab,,N,,,,,,,9.00,8.08,,,,Y,Y,10.00,77.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
nail-cutter-1,11782,Nail Cutter,General Merchandise,,N,,,,,,,30.00,12.00,,,,Y,Y,30.00,5.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
nail-polish-remover-125ml,11916,Nail Polish Remover / Acetone 125ml,General Merchandise,,N,,,,,,,25.00,17.16,,,,Y,Y,25.00,11.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
nail-polish-remover-30ml,11536,Nail Polish Remover / Acetone 30ml,General Merchandise,,N,,,,,,,10.00,5.67,4806500070682,,,Y,Y,10.00,-1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
acetone-60ml,10904,Nail Polish Remover / Acetone 60ml,General Merchandise,,N,,,,,,,15.00,9.08,,,,Y,Y,15.00,9.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-one-1.3kg,10775,Nan Optipro 0-6 MONTHS 1.3kg,Milk / Actiserve,,N,,,,,,,2205.00,2140.19,,,,Y,Y,2205.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-one-2.4kg,10776,Nan Optipro 0-6 MONTHS 2.4kg,Milk / Actiserve,,N,,,,,,,3177.00,3327.48,,,,Y,Y,3427.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-one-400g,11450,Nan Optipro 0-6 MONTHS 400g,Milk / Actiserve,,N,,,,,,,760.00,738.32,,,,Y,Y,760.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-one-900g,10778,Nan Optipro 0-6 MONTHS 900g,Milk / Actiserve,,N,,,,,,,1540.00,1495.32,,,,Y,Y,1540.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-three-1.3kg,10779,Nan Optipro 1-3 YEARS OLD 1.3kg,Milk / Actiserve,,N,,,,,,,1645.00,1597.57,,,,Y,Y,1645.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-three-2.4kg,10780,Nan Optipro 1-3 YEARS OLD 2.4kg,Milk / Actiserve,,N,,,,,,,2610.00,2533.60,,,,Y,Y,2610.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-three-900g,10782,Nan Optipro 1-3 YEARS OLD 900g,Milk / Actiserve,,N,,,,,,,1155.00,1196.64,,,,Y,Y,1233.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-two-1.3kg,10783,Nan Optipro 6-12 MONTHS 1.3kg,Milk / Actiserve,,N,,,,,,,2040.00,1980.63,,,,Y,Y,2040.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-two-2.4kg,10784,Nan Optipro 6-12 MONTHS 2.4kg,Milk / Actiserve,,N,,,,,,,3225.00,3131.54,,,,Y,Y,3225.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nan-optipro-two-900g,10786,Nan Optipro 6-12 MONTHS 900g,Milk / Actiserve,,N,,,,,,,1540.00,1494.88,,,,Y,Y,1540.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
naproxen,10477,Naproxen 500mg Tab,Generics,,N,,,,,,,10.00,3.50,,,,Y,Y,10.00,388.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
nasal-aspirator,10999,Nasal Aspirator (Bulb),Generics,,N,,,,,,,80.00,39.00,,,,Y,Y,80.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nasatapp-drops,10291,Nasatapp Drops,Branded,,N,,,,,,,118.00,106.29,4806532560144,,,Y,Y,118.00,3.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
nasatapp-syrup,10290,Nasatapp Syrup,Branded,,N,,,,,,,122.00,108.05,4806532560151,,,Y,Y,122.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nasatapp-tablet,10140,Nasatapp Tablet,Branded,,N,,,,,,,9.00,7.77,,,,Y,Y,9.00,0.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
nasoclear-spray,11637,Nasoclear Spray,Branded / Unilab,,N,,,,,,,96.00,87.16,,,,Y,Y,96.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nature's-gift-vco-330ml,11576,Nature's Gift VCO 330ml,General Merchandise,,N,,,,,,,158.00,201.25,,,,Y,Y,222.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nature's-spring-10l,10814,Nature's Spring 10L,General Merchandise,,N,,,,,,,100.00,91.00,,,,Y,Y,100.00,-9.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
naturespring-10l-ph9-alkaline,11862,Nature's Spring 10L PH9 Alkaline,General Merchandise,,N,,,,,,,125.00,115.00,,,,Y,Y,125.00,4.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
nature's-spring-350ml,10816,Nature's Spring 350ml,General Merchandise,,N,,,,,,,15.00,6.40,,,,Y,Y,15.00,1.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
nebilet-8mg,10141,Nebivolol (Nebilet) 5mg Tab,Branded,,N,,,,,,,20.50,18.52,,,,Y,Y,20.50,27.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
nebivolol-2.5mg-tab,11901,Nebivolol 2.5mg Tab,Generics,,N,,,,,,,10.00,3.20,,,,Y,N,10.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nebivolol-5mg-tab,10426,Nebivolol 5mg Tab,Generics,,N,,,,,,,17.00,5.83,,,,Y,Y,17.00,91.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
nebulizer-kit-(adult),11110,Nebulizer Kit,Generics,,N,,,,,,,75.00,38.00,4806523246118,,,Y,Y,75.00,-5.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
nebulizer-kit-w/-mask-(adult),11601,Nebulizer Kit w/ Mask (Adult),Generics,,N,,,,,,,100.00,42.00,,,,Y,N,100.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nebulizer-kit-w/-mask-adult,11841,Nebulizer Kit w/ Mask (Adult),Generics,,N,,,,,,,100.00,50.00,,,,Y,Y,100.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nebulizer-kit-w/-mask-(pedia),11111,Nebulizer Kit w/ Mask (Pedia),Generics,,N,,,,,,,100.00,35.00,,,,Y,Y,100.00,-1.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
neo-bromexan-cap,10144,Neo Bromexan Cap,Branded,,N,,,,,,,13.00,11.64,,,,Y,Y,13.00,9.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
neo-bromexan-syrup-60ml,11612,Neo Bromexan Syrup 60ml,Branded,,N,,,,,,,130.00,126.15,4806501130309,,,Y,Y,139.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
neobloc-50mg,10142,Neobloc 50mg Tab,Branded,,N,,,,,,,4.50,4.25,,,,Y,Y,5.00,52.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
neogen-plus-syrup-60ml,11913,Neogen Plus Syrup 60ml,Generics,,N,,,,,,,80.00,46.20,,,,Y,Y,80.00,8.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
neozep--z+-forte-tab,10715,Neozep  Z+ Forte Tab,Branded / Unilab,,N,,,,,,,8.00,7.08,,,,Y,Y,8.00,202.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
neozep-drops,10292,Neozep Drops,Branded / Unilab,,N,,,,,,,113.00,102.39,4807788519917,,,Y,Y,113.00,2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
neozep-syrup-60ml,10293,Neozep Syrup 60ml,Branded / Unilab,,N,,,,,,,116.00,105.40,4807788519900,,,Y,Y,116.00,6.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
neozep-z+-non-drowsy-tab,10722,Neozep Z+ Non-Drowsy Tab,Branded / Unilab,,N,,,,,,,9.00,7.78,,,,Y,Y,9.00,61.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-1-1.3kg,10788,Nestogen 0-6 1.3kg,Milk / Actiserve,,N,,,,,,,740.00,719.63,4800361363204,,,Y,Y,741.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-1-150g,10789,Nestogen 0-6 135g,Milk / Actiserve,,N,,,,,,,77.00,73.75,4800361378376,,,Y,Y,77.00,11.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-1-2kg,10797,Nestogen 0-6 2kg,Milk / Actiserve,,N,,,,,,,1110.00,1084.12,4800361421010,,,Y,Y,1117.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-1-340g,10790,Nestogen 0-6 340g,Milk / Actiserve,,N,,,,,,,193.00,186.92,4800361348607,,,Y,Y,193.00,20.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-3-1.3kg,10792,Nestogen 1-3 1.3kg,Milk / Actiserve,,N,,,,,,,712.00,691.59,,,,Y,Y,712.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-1-3-110g,11907,Nestogen 1-3 110g,Milk / Actiserve,,N,,,,,,,56.00,51.40,,,,Y,Y,56.00,10.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-3-150g,10793,Nestogen 1-3 135g,Milk / Actiserve,,N,,,,,,,77.00,73.89,4800361389365,,,Y,Y,77.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-3-2kg,10794,Nestogen 1-3 2kg,Milk / Actiserve,,N,,,,,,,1055.00,1028.04,4800361421058,,,Y,Y,1059.00,2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-3-340g,10795,Nestogen 1-3 340g,Milk / Actiserve,,N,,,,,,,185.00,182.24,4800361348706,,,Y,Y,190.00,10.000,7.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-2-1.3kg,10798,Nestogen 6-12 1.3kg,Milk / Actiserve,,N,,,,,,,735.00,710.28,4800361363181,,,Y,Y,731.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-6-12-110g,11908,Nestogen 6-12 110g,Milk / Actiserve,,N,,,,,,,56.00,51.40,,,,Y,Y,56.00,9.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-2-150g,10799,Nestogen 6-12 135g,Milk / Actiserve,,N,,,,,,,78.00,73.86,4800361378390,,,Y,Y,78.00,5.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-2-2kg,10800,Nestogen 6-12 2kg,Milk / Actiserve,,N,,,,,,,1100.00,1074.77,4800361421034,,,Y,Y,1106.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-2-340g,10801,Nestogen 6-12 340g,Milk / Actiserve,,N,,,,,,,191.00,186.92,4800361348645,,,Y,Y,193.00,11.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
nestogen-classic,10787,Nestogen Classic 110g,Milk / Actiserve,,N,,,,,,,65.00,45.79,4800361363129,,,Y,Y,50.00,20.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
neurobion-forte,11100,Neurobion Forte Tab (Pink),Branded,,N,,,,,,,59.00,53.31,,,,Y,N,59.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
neurobion,10146,Neurobion Tab,Branded,,N,,,,,,,25.00,20.56,,,,Y,Y,25.00,10.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
neurogen-e,10147,Neurogen E,Branded / Unilab,,N,,,,,,,21.00,18.87,,,,Y,Y,21.00,65.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
nido-3+-1.2kg,10803,Nido 3+ 1.2kg,Milk / Actiserve,,N,,,,,,,800.00,785.00,4800361379151,,,Y,Y,809.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
