Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Default price,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Sir Ramos Drugstore - Mabalas Balas],Price [Sir Ramos Drugstore - Mabalas Balas],In stock [Sir Ramos Drugstore - Mabalas Balas],Low stock [Sir Ramos Drugstore - Mabalas Balas],"Modifier - ""Biguerlai""","Modifier - ""Biofit""","Modifier - ""MX3 Coffee""","Modifier - ""Xanthone Coffee""","Modifier - ""Sante Barley Juice""","Modifier - ""UH Ferrous""","Modifier - ""Supracid""","Modifier - ""Chilli Plaster""","Modifier - ""Facemask Regular""","Modifier - ""VIP DC""","Modifier - ""4x4 Gauze Pad""","Modifier - ""Gloves"""
colgate-toothbrush-medium,11736,Colgate Toothbrush Medium Sachet,General Merchandise,,N,,,,,,,20.00,12.38,,,,Y,Y,20.00,3.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-toothbrush-medium-with-cap,11453,Colgate Toothbrush Medium with Cap,General Merchandise,,N,,,,,,,25.00,12.62,,,,Y,Y,25.00,18.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-barbie-40g,11004,Colgate TP Barbie 40g,General Merchandise,,N,,,,,,,72.00,69.64,8850006327357,,,Y,Y,78.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-batman-40g,11005,Colgate TP Batman 40g,General Merchandise,,N,,,,,,,77.00,69.64,8850006344200,,,Y,Y,78.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-grf-95ml,11793,Colgate TP GRF 95ml (140g),General Merchandise,,N,,,,,,,112.00,101.36,,,,Y,N,112.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-minion/lion-40g,11872,Colgate TP Minion/Lion 40g,General Merchandise,,N,,,,,,,variable,69.64,,,,Y,Y,78.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-grf-195g-twin-pack,10551,Colgate TP Reg 132g Twin Pack,General Merchandise,,N,,,,,,,165.00,146.58,,,,Y,Y,165.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-regular-95ml,10350,Colgate TP Reg 140g,General Merchandise,,N,,,,,,,112.00,101.89,,,,Y,Y,115.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-regular-twin-pack-22g,11773,Colgate TP Regular Twin Pack 22g,General Merchandise,,N,,,,,,,15.00,8.60,,,,Y,Y,15.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-triple-action-66g,11804,Colgate TP Triple Action 66g,General Merchandise,,N,,,,,,,90.00,80.00,,,,Y,N,90.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-tp-triple-action-95ml,11794,Colgate TP Triple Action 95ml (140g),General Merchandise,,N,,,,,,,112.00,101.23,,,,Y,N,112.00,0.000,,N,N,N,N,N,N,N,N,N,N,N,N
colgate-triple-action-value-pack-120g-x-2,11232,Colgate Triple Action 120g Twinpack,General Merchandise,,N,,,,,,,170.00,152.10,,,,Y,N,170.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-triple-action-126g,11128,Colgate Triple Action 126g,General Merchandise,,N,,,,,,,118.00,106.38,,,,Y,Y,118.00,-1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-triple-action-95ml,11231,Colgate Triple Action 193g,General Merchandise,,N,,,,,,,152.00,138.06,,,,Y,Y,152.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
colgate-twin-pack-22g,10905,Colgate Twin Pack 22g,General Merchandise,,N,,,,,,,12.00,8.60,,,,Y,Y,12.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
contractubex-10g,11553,Contractubex 10g,Branded,,N,,,,,,,915.00,847.48,4046222115012,,,Y,N,932.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
conzace,10053,Conzace,Branded / Unilab,,N,,,,,,,16.00,14.15,,,,Y,Y,16.00,44.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
conzace-30s-bottle,11807,Conzace 30s Bottle,Branded / Unilab,,N,,,,,,,441.00,400.95,,,,Y,Y,441.00,2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
cotrimoxazole-syrup-240mg-60ml,10554,Cotrimoxazole 240mg Syrup 60ml,Generics,,N,,,,,,,55.00,26.00,4806527190219,,,Y,Y,55.00,6.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
cotrimoxazole-syrup-400mg-60ml,10555,Cotrimoxazole 400mg Syrup 60ml,Generics,,N,,,,,,,60.00,24.50,4800301902647,,,Y,Y,60.00,8.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
cotrimoxazole-480mg-tab,11532,Cotrimoxazole 480mg Tab,Generics,,N,,,,,,,3.00,0.88,,,,Y,Y,3.00,42.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
cotrimoxazole,10405,Cotrimoxazole 960mg Tab,Generics,,N,,,,,,,4.00,1.30,,,,Y,Y,4.00,269.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
cotton-buds-100pcs-(wooden),11705,Cotton Buds 100pcs (Wooden),General Merchandise,,N,,,,,,,10.00,4.50,,,,Y,Y,10.00,2.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
cotton-buds-80pcs-(wooden),11704,Cotton Buds 80pcs (Wooden),General Merchandise,,N,,,,,,,15.00,5.00,,,,Y,Y,10.00,1.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
cuticle-remover-60ml,10906,Cuticle Remover 60ml (Pink),General Merchandise,,N,,,,,,,15.00,4.07,4809012175128,,,Y,Y,15.00,3.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
cuticle-tint-30ml,10907,Cuticle Tint (Gamot na Pula) 60ml,General Merchandise,,N,,,,,,,20.00,5.00,4809012175289,,,Y,Y,10.00,2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
d5lr-1l,10718,D5LR 1L (Pink),Generics,,N,,,,,,,90.00,69.00,,,,Y,Y,95.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daily-scent-blue-125ml,10935,Daily Scent Blue 125ml (Sunday Morning),General Merchandise,,N,,,,,,,60.00,51.88,4800417059594,,,Y,Y,60.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daily-scent-green-125ml,10936,Daily Scent Green 125ml (Spring Break),General Merchandise,,N,,,,,,,60.00,51.30,,,,Y,Y,60.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daily-scent-orange-125ml,10938,Daily Scent Orange 125ml (Lazy Afternoon),General Merchandise,,N,,,,,,,60.00,51.88,4800417059563,,,Y,Y,60.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daily-scent-pink-125ml,10934,Daily Scent Pink 125ml (Happy Hour),General Merchandise,,N,,,,,,,60.00,51.88,,,,Y,Y,60.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daily-scent-powder-blue-50g,10774,Daily Scent Powder Blue 50g,General Merchandise,,N,,,,,,,26.00,21.13,,,,Y,N,26.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daily-scent-powder-pink-50g,10547,Daily Scent Powder Pink 50g,General Merchandise,,N,,,,,,,26.00,21.13,,,,Y,N,26.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daktarin-oral-gel,10584,Daktarin Oral Gel 3.5g,Branded,,N,,,,,,,290.00,263.81,4800346002074,,,Y,Y,290.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
daktarin-oral-gel-5g,11533,Daktarin Oral Gel 5g,Branded,,N,,,,,,,447.00,406.32,,,,Y,Y,448.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
dapagliflozin-(dapa-z),11780,Dapagliflozin (Dapa-Z) 10mg Tab,Generics,,N,,,,,,,25.00,15.00,,,,Y,N,25.00,0.000,60.000,N,N,N,N,N,N,N,N,N,N,N,N
dapafast,11715,Dapagliflozin (Dapafast) 10mg Tab,Generics,,N,,,,,,,27.00,17.00,,,,Y,Y,27.00,33.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
dapagliflozin-(dapaglif-10)-10mg-tab,11892,Dapagliflozin (Dapaglif-10) 10mg Tab,Generics,,N,,,,,,,22.00,11.42,,,,Y,Y,20.00,55.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
forxiga-10mg-tab,10822,Dapagliflozin (Forxiga) 10mg Tab,Branded,,N,,,,,,,36.50,32.40,,,,Y,Y,36.50,15.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
daphne-pills,10590,Daphne Pills,Branded,,N,,,,,,,140.00,121.52,4800064630108,,,Y,Y,140.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
decilone-forte,10056,Decilone Forte,Branded / Unilab,,N,,,,,,,35.50,33.56,,,,Y,Y,37.00,31.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
decolgen,10004,Decolgen Forte,Branded / Unilab,,N,,,,,,,8.00,7.06,,,,Y,Y,8.00,174.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
decolgen-non-drowse,10057,Decolgen Non-Drowse,Branded / Unilab,,N,,,,,,,9.00,7.06,,,,Y,Y,9.00,9.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
decolsin,10058,Decolsin Cap,Branded / Unilab,,N,,,,,,,13.50,12.71,,,,Y,Y,14.50,22.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
dequadin,10059,Dequadin Lozenges,Branded,,N,,,,,,,6.50,5.78,,,,Y,Y,6.50,-117.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
dexamethasone,10406,Dexamethasone 500mcg Tab,Generics,,N,,,,,,,2.00,0.40,,,,Y,Y,2.00,462.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
dianne-35-pills,10588,Diane 35 Pills,Branded,,N,,,,,,,718.00,671.90,4801962113106,,,Y,Y,740.00,4.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
diclofenac-100mg,10408,Diclofenac 100mg Tab,Generics,,N,,,,,,,5.00,0.65,,,,Y,Y,5.00,213.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
diclofenac-50mg,10407,Diclofenac 50mg Tab,Generics,,N,,,,,,,2.00,0.58,,,,Y,Y,3.00,598.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
voltaren-emulgel-5g,10016,Diclofenac Gel 20g,Branded,,N,,,,,,,200.00,150.00,,,,Y,N,200.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
dicycloverine-syrup-60ml,10557,Dicycloverine Syrup 60ml,Generics,,N,,,,,,,40.00,12.50,4806527190264,,,Y,Y,40.00,10.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
dicycloverine,10409,Dicycloverine Tab,Generics,,N,,,,,,,2.00,0.27,,,,Y,Y,2.00,243.000,100.000,N,N,N,N,N,N,N,N,N,N,N,N
difflam-forte-spray-15ml,11077,Difflam Forte Spray 15ml,Branded,,N,,,,,,,596.00,557.94,,,,Y,Y,615.00,-2.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
difflam-lozenges,10062,Difflam Lozenges,Branded,,N,,,,,,,40.00,31.55,,,,Y,Y,35.00,-21.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
digital-thermometer,10844,Digital Thermometer,Generics,,N,,,,,,,90.00,67.00,6939663900034,,,Y,Y,90.00,5.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
lanoxin,11243,Digoxin (Lanoxin) 250mcg Tab,Branded,,N,,,,,,,6.50,5.31,,,,Y,Y,6.50,313.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
diltiazem-60mg,10411,Diltiazem 60mg Tab,Generics,,N,,,,,,,6.00,2.15,,,,Y,Y,6.00,40.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
daflon,10054,Diosmin + Hesperidin (Daflon) Tab,Branded,,N,,,,,,,52.00,46.99,,,,Y,Y,52.00,38.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
diosmin-+-hesperidin,10412,Diosmin + Hesperidin Tab,Generics,,N,,,,,,,25.00,6.43,,,,Y,Y,25.00,74.000,60.000,N,N,N,N,N,N,N,N,N,N,N,N
benadryl-ah-capsule,11347,Diphenhydramine (Benadryl AH) 50mg Cap,Branded,,N,,,,,,,37.00,34.61,,,,Y,Y,38.00,88.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
benadryl-(diphenhydramine)-60ml,10278,Diphenhydramine (Benadryl) Syrup 60ml,Branded,,N,,,,,,,175.00,162.43,4800140001181,,,Y,Y,182.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
diphenhydramine-syrup-60ml,10556,Diphenhydramine 12.5mg Syrup 60ml,Generics,,N,,,,,,,45.00,11.50,4800301902715,,,Y,Y,45.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
diphenhydramine-capsule,10413,Diphenhydramine 50mg Capsule,Generics,,N,,,,,,,3.00,0.59,,,,Y,Y,3.00,150.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
disudrin-drops,10298,Disudrin Drops,Branded / Unilab,,N,,,,,,,130.00,118.24,4807788530875,,,Y,Y,130.00,7.000,4.000,N,N,N,N,N,N,N,N,N,N,N,N
disudrin-syrup-120ml,10296,Disudrin Syrup 120ml,Branded / Unilab,,N,,,,,,,215.00,193.50,4807788530899,,,Y,Y,215.00,3.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
disudrin-syrup-60ml,10297,Disudrin Syrup 60ml,Branded / Unilab,,N,,,,,,,144.00,128.81,4807788530882,,,Y,Y,144.00,4.000,4.000,N,N,N,N,N,N,N,N,N,N,N,N
dolan-fp-syrup-60ml,10346,Dolan 100mg Syrup 60ml,Branded / Unilab,,N,,,,,,,101.00,91.11,4807788519795,,,Y,Y,101.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dolan-fp-forte-syrup-60ml,10347,Dolan Forte 200mg Syrup 60ml,Branded / Unilab,,N,,,,,,,152.00,137.73,4807788519290,,,Y,Y,152.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dolfenal-25omg,10063,Dolfenal 250mg Tab,Branded / Unilab,,N,,,,,,,18.50,16.80,,,,Y,Y,18.50,18.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
dolfenal-500mg,10064,Dolfenal 500mg Tab,Branded / Unilab,,N,,,,,,,37.50,33.96,,,,Y,Y,37.50,48.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
domperidone-tab,10414,Domperidone 10mg Tab,Generics,,N,,,,,,,5.00,0.58,,,,Y,Y,5.00,538.000,200.000,N,N,N,N,N,N,N,N,N,N,N,N
domperidone-syrup-60ml,10558,Domperidone 5mg Syrup 60ml,Generics,,N,,,,,,,100.00,35.00,4806525870151,,,Y,Y,100.00,3.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
dove-regular-bar-(blue)-135g,11261,Dove Bar Blue 135g,General Merchandise,,N,,,,,,,86.00,77.29,8717163616444,,,Y,Y,86.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dove-bar-blue-90g,11441,Dove Bar Blue 90g,General Merchandise,,N,,,,,,,67.00,59.98,8717644190494,,,Y,Y,67.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dove-regular-bar-(pink)-135g,11262,Dove Bar Pink 135g,General Merchandise,,N,,,,,,,86.00,77.29,,,,Y,Y,86.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dove-bar-pink-90g,11442,Dove Bar Pink 90g,General Merchandise,,N,,,,,,,67.00,59.98,067238891183,,,Y,Y,67.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
"dove-roll-on-""original""-40ml",11263,"Dove Roll-On ""Original"" 40ml",General Merchandise,,N,,,,,,,130.00,125.22,4800888161215,,,Y,Y,140.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dilatair-200mg,11727,Doxofylline (Dilatair) 200mg Tab,Branded,,N,,,,,,,16.00,12.81,,,,Y,Y,16.00,24.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
dilatair-400mg,11728,Doxofylline (Dilatair) 400mg,Branded,,N,,,,,,,23.00,18.73,,,,Y,Y,23.00,52.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
doxofyline,10416,Doxofylline 400mg Tab,Generics,,N,,,,,,,15.00,4.27,,,,Y,Y,15.00,42.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
doxycycline-100mg,10415,Doxycycline 100mg Cap,Generics,,N,,,,,,,4.00,1.30,,,,Y,Y,10.00,136.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-kaufmann-cooling-powder-50g,11883,Dr. Kaufmann Cooling Powder 50g,General Merchandise,,N,,,,,,,90.00,80.70,,,,Y,Y,90.00,9.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-kaufmann-foot-deodorant-powder-50g,11874,Dr. Kaufmann Foot Deodorant Powder 50g,General Merchandise,,N,,,,,,,90.00,80.70,,,,Y,Y,90.00,5.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-kaufmann-foot-powder-50g,11884,Dr. Kaufmann Foot Powder 50g,General Merchandise,,N,,,,,,,90.00,80.70,,,,Y,Y,90.00,6.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-kaufmann-powder-extra-cool-50g,11761,Dr. Kaufmann Powder Extra Cool 50g,General Merchandise,,N,,,,,,,90.00,80.70,,,,Y,Y,90.00,10.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-kaufmann-white-80g,11443,Dr. Kaufmann White 80g,Branded,,N,,,,,,,45.00,38.71,4800003492576,,,Y,Y,45.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-kaufmann-yellow-80g,11462,Dr. Kaufmann Yellow 80g,Branded,,N,,,,,,,45.00,38.71,4800003492569,,,Y,N,45.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-wong's-sulfur-soap,10690,Dr. Wong Sulfur Soap 135g (Yellow),Branded,,N,,,,,,,50.00,45.36,4800011179063,,,Y,Y,50.00,6.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-wong-sulfur-soap-80g-(yellow),11269,Dr. Wong Sulfur Soap 80g (Yellow),Branded,,N,,,,,,,40.00,34.56,,,,Y,Y,40.00,8.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-wong's-sulfur-soap-w/-moisturizer,10691,Dr. Wong Sulfur Soap w/ Moisturizer 135g (White),Branded,,N,,,,,,,55.00,49.44,4800011178769,,,Y,Y,55.00,0.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
dr.-wong-sulfur-soap-w/-moisturizer-80g,11352,Dr. Wong Sulfur Soap w/ Moisturizer 80g (White),Branded,,N,,,,,,,42.00,36.48,,,,Y,Y,42.00,1.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
drapoline,10672,Drapolene 55g Ointment,Branded,,N,,,,,,,358.00,324.80,4800318000275,,,Y,Y,358.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
drenex-3mg,11737,Drenex 3mg Tab,Branded / Unilab,,N,,,,,,,32.00,28.49,,,,Y,Y,32.00,10.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
drivemax-capsule,11351,Drivemax Capsule,Branded,,N,,,,,,,110.00,97.00,,,,Y,N,110.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
drive-max,11726,Drivemax Coffee,Branded,,N,,,,,,,60.00,53.33,4809014836713,,,Y,Y,60.00,-5.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
duavent-neb,10066,Duavent Neb,Branded / Unilab,,N,,,,,,,50.00,45.24,,,,Y,Y,50.00,10.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
dulcolax-10mg,11130,Dulcolax 10mg Adult Suppository,Branded,,N,,,,,,,66.00,61.34,,,,Y,Y,68.00,4.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
dulcolax-suppository-5mg-infant,11861,Dulcolax 5mg Infant Suppository,Branded,,N,,,,,,,70.00,63.51,,,,Y,Y,70.00,3.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
dulcolax-tab,10065,Dulcolax Tab,Branded,,N,,,,,,,28.00,25.37,,,,Y,Y,28.00,51.000,20.000,N,N,N,N,N,N,N,N,N,N,N,N
duphaston,10068,Duphaston Tab,Branded,,N,,,,,,,55.00,30.00,,,,Y,Y,55.00,97.000,60.000,N,N,N,N,N,N,N,N,N,N,N,N
dutasteride-+-tamsulosin-500mcg/400mcg-tab,10271,Dutasteride + Tamsulosin 500mcg/400mcg Tab,Generics,,N,,,,,,,30.00,12.33,,,,Y,Y,30.00,31.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
duvadilan-10mg,10069,Duvadilan 10mg Tab,Branded,,N,,,,,,,33.00,29.48,,,,Y,Y,33.00,14.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
dynatussin-capsule,10070,Dynatussin Capsule,Branded,,N,,,,,,,12.50,11.05,,,,Y,Y,12.50,-63.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
dynatussin-syrup-120ml,10294,Dynatussin Syrup 120ml,Branded,,N,,,,,,,183.00,166.50,4800339951143,,,Y,Y,183.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
dynatussin-syrup-60ml,10295,Dynatussin Syrup 60ml,Branded,,N,,,,,,,131.00,118.80,4800339951044,,,Y,Y,131.00,0.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
e-zinc-drops-15ml,10342,E Zinc Drops 15ml,Branded / Unilab,,N,,,,,,,109.00,99.06,4807788519863,,,Y,Y,109.00,8.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
e-zinc-syrup-60ml,10341,E Zinc Syrup 60ml,Branded / Unilab,,N,,,,,,,116.00,105.55,4807788519856,,,Y,Y,116.00,9.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
co-aleva,10051,Ebastine + Betamethasone (Co-Aleva) Tab,Branded,,N,,,,,,,35.00,30.37,,,,Y,Y,35.00,30.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
eczacort-10g-cream,11800,Eczacort 10g Cream,Branded / Unilab,,N,,,,,,,345.00,313.86,,,,Y,Y,345.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-100ml,10618,Efficascent Oil 100ml,Branded,,N,,,,,,,93.00,84.86,,,,Y,Y,95.00,1.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-25ml,10616,Efficascent Oil 25ml,Branded,,N,,,,,,,28.00,24.38,48031547,,,Y,Y,28.00,-2.000,5.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-50ml,10617,Efficascent Oil 50ml,Branded,,N,,,,,,,50.00,44.59,4800011133331,,,Y,Y,52.00,0.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-extra-strength-100ml,10621,Efficascent Oil Extra Strength 100ml,Branded,,N,,,,,,,112.00,102.62,4800011133447,,,Y,Y,115.00,7.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-extra-strength-25ml,10619,Efficascent Oil Extra Strength 25ml,Branded,,N,,,,,,,35.00,29.47,48035156,,,Y,Y,35.00,-2.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-extra-strength-50ml,10620,Efficascent Oil Extra Strength 50ml,Branded,,N,,,,,,,62.00,56.78,4800011133430,,,Y,Y,67.00,0.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-extreme-100ml,10624,Efficascent Oil Extreme 100ml (WHITE),Branded,,N,,,,,,,124.00,110.40,4800011132945,,,Y,Y,124.00,1.000,6.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-extreme-25ml,10622,Efficascent Oil Extreme 25ml (WHITE),Branded,,N,,,,,,,40.00,35.28,4800011132921,,,Y,Y,43.00,-5.000,12.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-extreme-50ml,10623,Efficascent Oil Extreme 50ml (WHITE),Branded,,N,,,,,,,75.00,68.44,4800011132938,,,Y,Y,80.00,-2.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-ointment,11333,Efficascent Ointment,Branded,,N,,,,,,,26.00,21.12,4800011133126,,,Y,Y,26.00,4.000,3.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-roll-on-12ml,11359,Efficascent Roll-On 12ml,Branded,,N,,,,,,,120.00,107.52,,,,Y,Y,120.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-roll-on-3ml,10606,Efficascent Roll-On 3ml,Branded,,N,,,,,,,50.00,45.07,4800011139401,,,Y,Y,52.00,0.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
efficascent-roll-on-6ml,10607,Efficascent Roll-On 6ml,Branded,,N,,,,,,,80.00,72.58,4800011139418,,,Y,Y,80.00,3.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
elastic-bandage-4x5,11687,Elastic Bandage 10cm x 5m,Generics,,N,,,,,,,60.00,30.00,,,,Y,Y,60.00,-1.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
elastic-bandage-3x5,11686,Elastic bandage 7.5cm x 5m,Generics,,N,,,,,,,50.00,16.25,4806523243018,,,Y,Y,50.00,0.000,2.000,N,N,N,N,N,N,N,N,N,N,N,N
elica-cream-5g,11555,Elica Cream 5g,Branded,,N,,,,,,,493.00,447.55,4801962612159,,,Y,Y,493.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
eltroxin-100mcg,10315,Eltroxin 100mcg Tab,Branded,,N,,,,,,,12.50,11.32,,,,Y,Y,12.50,81.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
enalapryl-10mg,10417,Enalapril 10mg Tab,Generics,,N,,,,,,,7.00,1.68,,,,Y,Y,7.00,30.000,30.000,N,N,N,N,N,N,N,N,N,N,N,N
enalapryl-5mg,10418,Enalapril 5mg Tab,Generics,,N,,,,,,,6.00,2.75,,,,Y,Y,6.00,20.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
enervon,10009,Enervon + Zinc Tab,Branded / Unilab,,N,,,,,,,10.50,9.44,,,,Y,Y,10.50,267.000,50.000,N,N,N,N,N,N,N,N,N,N,N,N
enervon-30's,10636,Enervon 32's Bot (Bini/Box),Branded / Unilab,,N,,,,,,,332.00,264.15,4807788410016,,,Y,Y,295.00,2.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
enervon-activ,11210,Enervon Activ,Branded / Unilab,,N,,,,,,,15.00,13.43,,,,Y,Y,15.00,24.000,10.000,N,N,N,N,N,N,N,N,N,N,N,N
enervon-syrup-120ml,10258,Enervon Syrup 120ml,Branded / Unilab,,N,,,,,,,163.00,147.62,4807788519313,,,Y,N,163.00,5.000,1.000,N,N,N,N,N,N,N,N,N,N,N,N
enfagrow-a+-three-350g,11879,Enfagrow A+ Three 350g,Milk / Allpcon,,N,,,,,,,570.00,551.58,,,,Y,Y,575.00,1.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
enfamil-a+-one-350g,11877,Enfamil A+ One 350g,Milk / Allpcon,,N,,,,,,,765.00,740.17,,,,Y,Y,770.00,0.000,0.000,N,N,N,N,N,N,N,N,N,N,N,N
